id,es_en_DEEP_difference_noun_counts,es_en_DEEP_difference_verb_counts,es_en_DEEP_difference_lemma_counts,es_en_DEEPL_difference_noun_counts,es_en_DEEPL_difference_verb_counts,es_en_DEEPL_difference_lemma_counts,es_en_GOOGLE_difference_noun_counts,es_en_GOOGLE_difference_verb_counts,es_en_GOOGLE_difference_lemma_counts,es_en_TRANSFORMERS_difference_noun_counts,es_en_TRANSFORMERS_difference_verb_counts,es_en_TRANSFORMERS_difference_lemma_counts
2005/s/2005/60/645:1,1,0,-2,1,0,-2,1,0,-2,1,-1,-2
2012/s/2012/244/50:4,1,0,1,1,0,1,1,0,1,1,0,0
2005/s/2005/603/38:2,-5,1,0,-4,0,1,-5,1,0,-4,0,0
2005/s/2005/800/12:1,-4,-1,0,-4,-1,-5,-4,-1,0,-4,-1,-4
2005/s/2005/636/683:1,0,1,-3,0,1,-3,0,1,-3,-1,2,-4
2005/s/2005/625/143:3,1,2,1,0,2,1,0,2,1,1,2,1
2014/s/res/2195__2014_/6:1,0,0,1,0,0,0,0,0,1,0,0,0
2005/s/2005/642/100:1,-5,3,-2,-3,1,-2,-6,3,-2,-4,1,-4
2005/s/2005/60/247:6,0,0,-1,0,0,-1,0,0,-1,0,0,-1
2006/s/2006/822/8:1,-4,2,0,-4,1,-2,-4,1,-2,-4,1,-4
2008/s/2008/80/53:1,-1,4,-1,-4,3,-5,-1,4,-1,-3,3,-2
2004/s/2004/614/116:1,1,1,-1,1,1,-1,1,1,-1,1,1,-1
2005/s/2005/61/202:1,0,0,2,0,0,1,0,0,2,0,0,2
2008/s/2008/806/17:2,-1,0,-1,-1,0,-2,-1,0,-1,-1,0,-2
2006/s/2006/154/77:2,1,1,1,2,1,1,1,1,1,0,1,-3
2011/s/2011/373/6:1,-2,3,3,-2,2,3,-2,3,3,-1,2,3
2011/s/2011/463/120:5,-2,0,-1,-3,0,-3,-2,0,-1,-2,0,-1
2012/s/prst/2012/29/14:1,-3,1,0,-5,1,-2,-3,1,0,-5,0,-1
2005/s/2005/60/886:5,-1,-3,-7,0,-3,-4,-1,-3,-7,0,-3,-4
2006/s/2006/154/261:1,0,1,1,0,1,1,0,1,1,1,2,2
2013/s/2013/769/93:1,-3,2,1,-3,1,0,-3,2,1,-3,1,1
2011/s/2011/463/385:1,-1,0,1,-1,0,0,-1,0,1,-1,0,1
2012/s/2012/373/596:2,-1,4,-7,-2,5,-8,-1,4,-7,-2,5,-7
2005/s/2005/60/686:1,1,3,-1,1,3,-1,1,3,-1,1,3,-1
2005/s/2005/645/15:3,-3,0,-1,-3,0,-1,-3,0,-1,-3,0,-1
2010/s/2010/522/66:1,-3,2,-2,-3,3,1,-3,2,-2,-3,1,-2
2005/s/2005/60/209:1,0,2,-1,0,2,-1,0,2,0,0,2,-1
2011/s/2011/245/126:2,-1,1,3,-1,1,4,-2,1,2,-1,2,-1
2011/s/2011/463/428:2,0,0,0,1,1,-2,0,0,0,0,1,-3
2005/s/2005/603/48:4,1,-1,0,1,-1,2,1,-1,0,1,0,2
2005/s/2005/60/454:2,0,0,-2,0,0,-1,0,0,-2,0,0,-1
2012/s/2012/162/8:1,-4,0,-5,-4,-1,-3,-4,0,-5,-5,0,-5
2005/s/2005/60/672:2,-1,1,-2,-1,1,-3,-1,1,-2,-1,1,-3
2007/s/2007/677/117:4,0,-1,-1,1,-1,0,0,-1,-1,0,-1,-1
2005/s/2005/60/286:3,0,0,-3,0,0,-3,0,0,-3,0,0,-2
2009/s/2009/71/79:1,1,0,0,-3,0,-2,-3,0,-3,-4,0,-3
2001/s/res/1373_2001_/10:1,-3,1,-1,-3,0,1,-3,1,-1,-3,0,1
2014/s/2014/957/63:2,0,0,0,-1,0,-2,0,0,0,-1,0,-3
2005/s/2005/572/132:5,-2,1,-1,-2,-1,-2,-2,1,0,-3,1,-4
2006/s/2006/822/209:8,0,0,-1,0,0,-1,0,0,-1,0,0,-1
2007/s/2007/471/29:1,-6,0,-9,-6,0,-8,-6,0,-8,-4,0,-7
2005/s/2005/60/503:2,-2,-1,-2,-2,-1,-2,-2,-1,-2,-2,-1,-2
2013/s/2013/722/100:1,-2,0,-1,-8,2,1,-2,0,-1,-3,0,-1
2010/s/res/1963_2010_/31:1,-3,0,-1,-2,-2,-4,-3,0,-1,-2,-1,-3
2005/s/2005/662/514:1,-1,4,4,-2,5,3,-1,4,3,-2,5,3
2005/s/2005/60/122:5,-1,0,-3,-1,0,-3,-1,0,-3,-2,0,-4
2004/s/res/1540_2004_/22:1,1,1,1,1,1,1,1,1,1,1,1,1
2012/s/2012/244/56:2,0,0,-5,0,0,-4,0,0,-5,0,-1,-3
2010/s/prst/2010/22/8:2,-2,4,2,-3,3,-3,-2,4,2,-2,3,-1
2014/s/prst/2014/3/709:1,-7,6,-2,-7,5,-2,-7,6,-2,-5,6,-2
2012/s/2012/373/43:1,-2,0,-3,-2,0,-5,-2,0,-3,-2,0,-3
2011/s/2011/298/20:2,0,1,-1,0,1,-1,0,1,-1,-1,1,-2
2012/s/2012/359/15:2,-2,0,0,-2,0,0,-2,0,0,-2,0,-3
2012/s/2012/373/337:3,-2,1,-4,-2,0,-3,-2,1,-3,-2,0,-2
2009/s/res/1904_2009_/104:1,-2,1,0,-2,1,1,-2,1,0,-2,1,1
2004/s/2004/384/77:3,1,-1,-3,1,-1,-3,1,-1,-3,1,0,0
2005/s/2005/60/655:4,0,0,3,0,0,3,0,0,3,1,1,4
2005/s/2005/644/2:1,-7,1,-3,-7,2,-5,-7,1,-3,-7,1,-7
2007/s/res/1787_2007_/10:1,-3,0,-3,-3,0,-2,-3,1,-3,-3,-1,-8
2010/s/2010/497/116:1,-2,-1,-1,-3,-1,-6,-2,-1,-1,-2,-1,-2
2003/s/res/1456_2003_/9:1,-2,0,-2,-2,0,-2,-2,0,-2,-2,0,-3
2005/s/2005/604/34:3,-1,0,-5,-2,-1,-7,-1,0,-5,-2,-1,-8
2014/s/2014/951/11:1,-1,0,-1,-1,0,0,-1,0,-1,-1,0,0
2005/s/2005/60/744:1,1,-1,0,0,-1,-1,1,-1,0,-2,1,-2
2005/s/2005/572/306:1,-6,3,-3,-6,2,-6,-9,3,-1,-9,2,-4
2005/s/2005/66/44:3,-2,0,0,-2,1,-1,-2,0,0,-2,1,-2
2005/s/2005/60/841:2,-1,1,-1,-1,0,-1,-1,1,-1,-1,1,0
2005/s/2005/636/609:1,-3,4,1,-4,2,-1,-3,4,1,-3,4,0
2012/s/2012/244/49:5,1,2,0,1,-1,-2,1,2,0,1,1,0
2008/s/2008/471/74:1,-5,0,-3,-6,0,-8,-5,0,-3,-7,0,-4
2004/s/res/1566_2004_/7:1,-1,3,-3,-1,3,-3,-1,3,-3,-1,3,-3
2014/s/prst/2014/3/70:1,-2,1,1,-3,2,-1,-2,1,1,-3,2,-1
2014/s/2014/93/14:1,-2,0,-4,-2,0,-4,-2,0,-4,-1,0,-4
2005/s/2005/662/140:2,0,0,-1,0,0,-1,0,0,0,0,0,-1
2005/s/2005/572/110:2,0,1,3,0,1,3,0,1,3,0,1,4
2011/s/2011/463/99:6,-4,0,-2,-4,0,-3,-3,0,-3,-2,0,-3
2012/s/prst/2012/26/7:1,-4,0,-4,-4,0,-3,-4,0,-4,-3,-1,-4
2012/s/prst/2012/24/4:1,-7,3,-1,-6,4,-3,-7,3,-1,-5,3,-6
2000/s/2000/1196/54:2,-2,3,2,-1,2,3,-2,3,2,-2,2,2
2011/s/2013/467/115:2,3,-1,-6,3,-1,-6,3,-1,-6,6,-1,-6
2006/s/2006/822/305:4,0,1,2,0,1,2,0,1,2,0,1,2
2005/s/2005/645/5:5,0,0,-3,1,0,-3,0,0,-3,1,0,-2
2010/s/prst/2010/25/733:1,0,2,1,0,1,-1,0,2,1,-1,2,-2
2011/s/2011/525/35:1,-1,0,-2,-1,1,-6,-1,2,-3,-1,3,-2
2005/s/2005/60/179:3,0,1,0,2,0,2,0,1,0,1,1,2
2014/s/2014/924/34:1,-3,0,2,-5,0,-1,-3,0,2,-6,-1,-3
2012/s/2012/16/49:4,-1,0,-2,-1,0,-2,-1,0,-2,-1,0,-2
2008/s/2008/324/74:2,-5,4,6,-5,4,6,-5,4,6,-5,4,6
2011/s/2011/463/202:6,-2,1,-2,-2,0,-3,-2,1,-2,-2,1,0
2007/s/prst/2007/42/6:1,0,1,0,0,1,1,0,1,0,2,-1,0
2004/s/prst/2004/32/10:1,-1,0,-3,-1,0,-3,-1,0,-3,-1,0,-3
2006/s/2006/822/408:2,-3,0,2,-3,0,2,-3,0,2,-2,0,2
2005/s/2005/642/75:2,-2,-1,-4,-3,0,-4,-2,-1,-4,-2,-1,-4
2003/s/2003/216/26:1,-2,3,3,-2,1,0,-2,3,3,-2,2,2
2014/s/2014/869/39:4,0,0,-3,1,0,-3,0,0,-2,0,-1,-2
2011/s/2011/463/268:4,1,1,1,1,1,-1,0,1,1,1,1,0
2005/s/2005/688/12:6,1,0,-1,1,0,-1,1,0,-1,1,0,-1
2008/s/2008/251/71:3,-2,1,-2,-1,0,0,-2,1,-1,0,-3,0
2004/s/2004/384/110:1,-2,0,2,-2,0,2,-2,0,2,-2,0,0
2014/s/res/2178__2014_/43:1,1,1,-2,0,1,-3,1,1,-2,0,1,-3
2004/s/2004/384/84:1,0,1,1,-2,1,-1,0,1,1,-2,1,-1
2012/s/2012/373/683:2,0,2,2,1,1,1,0,2,2,0,2,2
2008/s/prst/2008/18/4:5,-1,1,-1,-1,1,0,-1,1,-1,-1,1,0
2011/s/2011/463/376:5,-1,1,-2,-2,0,-2,-1,1,-2,-1,0,0
2004/s/2004/384/98:4,-2,0,-2,-2,0,-1,-2,0,0,-1,0,1
2014/s/2014/948/41:1,0,0,-1,0,0,0,0,0,-1,0,0,-1
2003/s/prst/2003/27/167:1,0,0,0,0,0,0,0,0,0,0,0,-1
2005/s/2005/60/207:1,-6,-1,-3,-6,-1,-4,-7,-1,-1,-6,-3,-7
2014/s/2014/902/162:5,-1,0,1,-1,0,1,-1,0,1,-1,1,2
2005/s/2005/60/814:5,0,0,-2,0,0,-3,0,-1,-4,0,0,-3
2005/s/2005/60/425:5,-2,0,-3,-1,0,-3,-2,0,-3,-2,0,-4
2012/s/2012/791/67:1,-3,1,0,-2,1,-1,-3,1,0,-4,2,-1
2005/s/2005/698/17:2,-3,2,-2,-4,2,-2,-3,2,-2,-3,1,0
2014/s/2014/909/14:2,-2,1,0,-2,1,0,-2,1,0,-2,1,-1
2012/s/2012/359/37:1,-3,3,1,-3,2,0,-3,3,1,-3,2,-2
2008/s/2008/324/215:1,1,0,0,1,1,0,1,0,-1,3,0,3
2011/s/2013/467/75:4,0,0,6,0,1,6,0,0,6,0,-1,4
2009/s/res/1887__2009_/16:1,3,4,-2,3,4,-1,3,4,-2,3,4,-1
2008/s/2008/167/12:1,-1,1,-1,-1,1,-1,-1,0,-2,-1,-1,-4
2002/s/res/1390_2002_/6:1,-2,1,2,-2,0,1,-2,1,2,-2,0,1
2014/s/2014/9/144:3,0,0,1,0,0,1,0,0,1,1,0,1
2009/s/prst/2009/1/288:1,-1,-1,0,0,-1,-3,-1,-1,0,-1,-1,-5
2012/s/prst/2012/28/8:3,0,3,-2,1,0,-5,0,3,-2,1,1,-6
2005/s/2005/642/22:3,-1,0,0,0,0,1,-1,0,0,0,0,1
2005/s/2005/60/833:3,-3,2,-3,-3,2,-4,-2,0,-3,-2,3,-1
2006/s/2006/822/212:1,0,0,-1,0,0,-1,0,0,-1,0,0,-1
2005/s/2005/60/344:8,0,0,2,0,0,2,0,0,2,0,0,2
2014/s/2014/648/15:4,-2,-1,-3,-2,-1,-2,-2,-1,-3,-2,-1,-4
2009/s/2009/71/24:1,-2,-1,0,-1,-1,3,-2,-1,0,-1,-1,3
2008/s/2008/379/234:1,-1,0,0,-1,0,0,-1,0,0,-1,0,2
2014/s/2014/648/18:1,0,0,2,0,0,2,0,0,2,0,0,2
2011/s/res/1988_2011_/26:1,-5,9,-3,-5,9,-6,-6,8,3,-9,9,-1
2014/s/2014/276/73:3,-1,2,0,-1,2,-1,-1,2,0,-1,2,-1
2011/s/2011/463/204:9,0,0,-2,0,0,-2,0,0,-2,0,0,-1
2006/s/prst/2006/48/16:1,-1,1,-4,-1,1,-3,-1,1,-4,-1,1,-4
2003/s/2003/191/add_1/21:1,-2,2,1,-1,2,1,-2,2,1,-3,3,-2
2008/s/2008/250/36:4,3,1,1,2,1,1,3,1,1,2,1,0
2009/s/prst/2009/1/5:1,-5,-2,-5,-5,0,-3,-5,-2,-5,-5,-2,-4
2014/s/2014/276/155:1,-1,1,1,-1,1,1,-1,1,1,-1,1,3
2011/s/2011/463/347:7,-1,-2,-3,-1,-1,-2,-1,-2,-3,-1,-2,-3
2013/s/prst/2013/15/11:3,-5,-1,-3,-4,-1,-5,-5,-1,-3,-5,-1,-7
2005/s/2005/60/714:9,1,-1,3,1,-2,0,1,-1,3,-1,-2,-1
2006/s/2006/822/135:3,-2,0,2,-1,0,8,-2,0,2,-1,0,3
2010/s/2010/528/136:1,-1,0,0,-1,0,-1,-1,0,0,-1,0,0
2013/s/2013/769/58:3,1,1,0,1,1,1,1,1,0,1,1,0
2005/s/2005/642/13:2,-4,0,-4,-4,0,-3,-4,0,-4,-3,0,-3
2014/s/2014/943/80:1,-1,2,-2,-1,2,-2,-1,2,-2,-1,2,-2
2003/s/2003/90/83:1,0,0,-1,0,0,-1,0,0,-1,0,0,0
2005/s/2005/635/38:2,-1,0,-1,-1,-1,-2,-1,0,-1,-1,0,1
2014/s/res/2161__2014_/212:1,-3,1,10,-9,4,-1,-3,1,10,-4,0,8
2004/s/2004/614/15:2,0,1,-1,0,1,-1,0,1,-1,0,1,0
2012/s/prst/2012/22/10:3,-1,1,-3,-1,1,-3,-1,1,-3,-1,1,-3
2012/s/2012/373/521:1,-3,3,-1,-3,3,0,-3,3,-1,-3,3,1
2007/s/prst/2007/32/2:1,-1,3,2,-1,3,2,-2,3,3,-3,3,1
2005/s/2005/631/83:1,1,0,0,1,0,0,1,0,-1,1,0,1
2011/s/2011/463/242:3,-2,-1,-8,-2,0,-6,-2,-1,-8,-3,-1,-10
2004/s/prst/2004/21/13:1,-1,0,1,-2,0,-2,-1,0,1,-1,0,2
2010/s/prst/2010/2/7:1,-1,0,-2,-1,0,-2,-1,0,-2,-1,0,-2
1999/s/res/1265_1999_/38:1,0,1,-3,0,1,-5,0,1,-3,0,1,-5
2009/s/res/1904_2009_/23:1,0,2,-2,-2,3,-2,0,2,-2,-2,3,-1
2014/s/2014/740/10:1,-4,2,4,-4,2,2,-4,2,4,-4,2,2
2005/s/2005/60/895:1,-1,3,-2,-1,2,-1,-1,3,-2,-1,2,-1
2014/s/prst/2014/3/960:1,0,2,-4,0,1,-5,0,2,-4,0,1,-5
2004/s/prst/2004/37/6:2,-4,3,-1,-6,0,-4,-4,3,-2,-4,4,0
2011/s/2011/373/7:4,-1,1,-1,-1,0,-3,-1,1,-1,-1,1,-3
2009/s/prst/2009/19/9:1,0,1,-1,0,1,-2,1,1,0,-1,1,-1
2002/s/prst/2002/41/7:1,1,1,0,1,1,-1,1,1,0,2,0,3
2005/s/2005/639/2:1,-3,4,5,-2,3,4,-3,4,5,-2,3,5
2011/s/2011/223/27:1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1
2005/s/2005/603/78:1,-3,0,-1,-2,0,0,-3,0,-1,-2,0,-2
2009/s/res/1904_2009_/16:1,-2,2,-1,-2,2,0,-2,2,-1,-2,2,0
2009/s/prst/2009/1/57:1,-1,2,2,-1,1,1,-1,2,2,-1,0,2
2011/s/2011/298/111:2,0,0,2,0,0,1,0,0,2,0,0,2
2005/s/2005/68/25:1,-1,0,2,0,-2,-4,-1,0,2,1,-2,0
2005/s/2005/60/575:2,0,0,-1,0,0,-1,0,0,-1,-1,0,-3
2014/s/2014/935/68:3,0,0,-2,0,0,-2,0,0,-2,0,0,-2
2004/s/2004/614/67:7,-1,0,-2,-1,-1,-4,-1,0,-2,0,0,-3
2013/s/res/2129__2013_/31:1,-3,0,-4,-3,0,-4,-3,0,-4,-3,0,-5
2014/s/2014/943/84:1,0,0,-3,-1,0,-4,0,0,-3,0,0,-2
2011/s/2011/29/30:1,-2,3,-6,1,2,-2,-2,3,-6,-3,3,-4
2005/s/2005/635/16:9,0,0,-2,1,-1,-3,0,0,-2,1,-1,-3
2014/s/prst/2014/3/141:1,-2,1,-3,-2,1,-4,-2,1,-3,-2,1,-5
2000/s/2000/1196/46:3,-1,1,-3,-1,1,-3,-1,1,-3,-1,1,-3
2005/s/2005/60/371:5,0,0,0,0,0,0,0,0,0,0,0,0
2005/s/2005/631/54:2,-2,1,-2,0,-1,-3,-2,1,-2,1,-1,0
2005/s/2005/60/706:4,2,0,-2,2,0,0,2,0,-2,3,-1,-3
2000/s/2000/1190/140:1,-1,-1,-5,-1,-1,-6,-1,-1,-5,0,-1,-3
2014/s/2014/942/35:1,0,0,-8,1,-1,-5,0,0,-8,1,-1,-6
2014/s/res/2178__2014_/27:1,1,0,1,1,0,-1,1,0,1,2,0,3
2010/s/2010/569/11:2,0,1,1,4,1,-6,0,1,1,0,1,-3
2010/s/2010/528/133:3,0,1,-1,1,1,-1,0,1,-1,0,1,-2
2011/s/2011/463/108:1,-1,1,3,-5,1,3,-1,1,3,1,0,3
2005/s/2005/60/431:1,0,1,-2,0,0,-4,0,1,-2,0,0,-4
2005/s/prst/2005/30/7:2,0,0,0,0,0,-1,-2,2,0,0,0,0
2005/s/2005/60/425:1,2,0,1,2,0,1,2,0,1,2,0,1
2005/s/2005/60/584:8,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1
2005/s/2005/61/83:1,-1,0,2,-1,0,3,-1,0,2,-1,0,4
2014/s/2014/740/61:1,-1,2,-3,0,-1,-2,-1,2,-3,1,0,-1
2014/s/2014/920/39:1,-2,1,-1,-2,1,-1,-2,1,-1,-4,1,-5
2005/s/2005/662/210:5,0,0,-3,0,0,-3,0,0,-3,0,0,-3
2005/s/2005/60/821:6,-1,1,1,0,1,1,-1,1,1,0,0,2
2014/s/2014/9/128:2,-1,-1,-3,-1,-1,-3,-1,-1,-3,-1,-1,-3
2010/s/2010/462/13:1,0,0,-3,0,0,-3,0,0,-3,0,0,-3
2014/s/prst/2014/3/3:1,-1,2,2,-1,2,2,-1,2,3,-2,2,1
2008/s/2008/251/37:1,0,1,1,-1,1,1,0,1,1,-1,1,1
2005/s/2005/60/564:1,0,0,0,0,0,0,0,0,0,0,0,0
2008/s/2008/80/38:2,-2,1,0,-2,1,-2,-2,1,0,-2,1,-3
2005/s/2005/66/47:2,1,-1,1,1,-1,3,1,-1,1,1,-1,2
2003/s/res/1456_2003_/11:1,0,1,-1,0,1,-1,0,1,-1,0,1,-1
2009/s/prst/2009/1/62:1,-1,-1,-5,-3,-1,-6,-1,-1,-5,-1,-1,-7
2012/s/2012/373/449:1,-2,0,-3,-2,0,-2,-2,0,-3,-2,0,-1
2005/s/2005/6/49:1,-3,2,2,-3,2,1,-3,2,2,-3,1,-3
2010/s/2010/522/9:3,-1,1,-1,-2,2,0,-1,1,-1,-1,2,1
2010/s/prst/2010/25/434:1,1,2,-2,1,2,-2,1,2,-2,0,3,-2
2005/s/2005/625/89:3,-4,1,-9,-2,1,-9,-4,1,-9,-2,1,-7
2005/s/2005/648/42:1,-4,3,0,-4,3,0,-4,3,0,-4,3,0
2012/s/2012/373/671:2,-3,0,-5,-3,0,-5,-3,0,-5,-2,0,-4
2004/s/res/1566_2004_/17:1,-2,5,3,-3,3,0,-2,5,2,-1,4,0
2003/s/2003/90/112:2,1,1,0,1,1,0,1,1,0,1,0,-3
2011/s/2011/463/417:6,-4,1,-2,-3,2,-2,-3,1,-3,-4,1,-3
2007/s/2007/677/160:2,-1,3,2,-2,2,1,-1,3,2,0,0,-5
2010/s/prst/2010/25/690:1,3,0,1,1,0,1,1,0,1,3,0,1
2012/s/2012/16/123:5,3,1,1,3,0,0,3,1,1,3,0,-2
2009/s/res/1904_2009_/9:1,-1,0,0,0,0,1,-1,0,0,0,0,0
2012/s/2012/16/140:5,-2,-1,-6,-2,-1,-7,-2,-1,-6,-2,-1,-7
2005/s/2005/662/69:3,-2,0,2,-2,0,2,-2,0,2,-2,1,2
2005/s/2005/662/439:2,0,2,0,0,2,-2,0,2,0,0,2,-2
2005/s/2005/637/35:2,0,-1,0,1,-1,1,0,-1,0,0,-1,0
2004/s/2004/384/102:6,-1,0,0,-1,0,0,-1,0,0,-1,0,0
2012/s/2012/373/110:3,-1,2,1,0,1,1,-1,2,1,0,1,0
2011/s/2011/463/58:2,-2,0,-3,-2,0,-5,-2,0,-3,-2,0,-3
2012/s/2012/373/506:3,-2,1,1,-2,1,0,-2,1,1,-2,1,0
2006/s/2006/822/213:9,-2,2,3,-2,2,4,-2,2,3,-2,2,3
2011/s/2013/467/92:1,-1,2,-2,-1,2,-2,-1,2,-2,0,1,-3
2012/s/2012/16/170:1,-2,0,-4,-2,0,-4,-2,0,-4,-2,0,-4
2011/s/res/1989_2011_/64:1,0,0,0,-3,-3,-2,0,0,0,-1,0,-1
2010/s/2010/497/115:2,-4,1,-2,-2,0,-3,-2,-1,-2,0,-2,-2
2005/s/2005/689/17:5,1,2,-1,1,1,-2,1,2,-1,2,1,0
2005/s/2005/572/248:1,-3,0,-5,-2,0,-4,-3,0,-5,-2,0,-4
2014/s/2014/906/2:1,-4,2,0,-4,1,-2,-4,2,0,-5,1,-5
2013/s/prst/2013/1/15:1,-2,0,0,-2,0,0,-2,0,0,-2,0,1
2011/s/2011/37/2:1,-4,2,1,-5,3,0,-4,2,1,-5,3,-1
2005/s/2005/60/625:3,0,-1,3,2,-1,3,0,-1,3,-1,-2,0
2003/s/2003/90/238:1,0,1,-2,1,0,-1,0,1,-2,0,0,0
2013/s/res/2129__2013_/26:1,-5,1,-3,-4,1,-4,-5,1,-3,-5,1,-2
2005/s/2005/662/59:1,-2,0,-1,-2,0,0,-2,0,-1,-2,0,-2
2014/s/2014/740/36:2,-3,1,-2,-3,1,-1,-3,1,-2,-1,1,-1
2010/s/prst/2010/25/381:1,-1,3,1,0,3,0,-1,3,1,1,3,1
2009/s/2009/124/28:1,-2,2,-2,-3,2,-4,-2,2,-2,-3,3,-1
2014/s/2014/417/3:2,-1,0,0,-1,0,0,-1,0,0,-1,1,1
2010/s/prst/2010/25/522:1,-1,0,0,-2,0,0,-1,0,0,-3,0,-1
2014/s/2014/935/131:2,-2,1,5,-2,1,5,-2,1,5,-2,1,5
2005/s/2005/60/644:1,0,0,-4,-2,2,-4,0,0,-4,-2,2,-4
2006/s/2006/822/294:4,-2,0,6,-2,0,7,-2,0,6,-2,0,7
2014/s/2014/869/37:2,0,0,1,0,0,2,0,0,1,0,0,2
2005/s/2005/631/28:3,-1,0,-1,-1,0,0,-1,0,-1,-3,0,1
2005/s/2005/662/42:1,-2,0,0,-1,0,-1,-2,0,0,-2,0,-2
2011/s/2011/463/225:4,-1,0,-2,-1,0,-2,-1,0,-2,-1,0,-2
2008/s/2008/801/38:1,0,0,-1,0,0,-2,0,0,-1,0,0,-1
2003/s/2003/90/152:1,-1,0,0,0,0,2,-1,0,0,-1,0,1
2014/s/2014/909/2:1,-3,3,-2,-3,3,-2,-3,3,-2,-3,2,-5
2009/s/prst/2009/1/247:1,0,0,2,0,0,1,0,0,2,-1,0,2
2001/s/res/1373_2001_/36:1,0,0,0,-2,0,-4,0,0,0,-2,0,-4
2006/s/prst/2006/28/6:3,-1,2,-2,-1,1,-4,-1,1,0,-1,1,-3
2005/s/2005/636/335:1,-1,0,-2,-1,0,-3,-1,0,-2,-1,0,-4
2011/s/2011/298/72:4,-3,0,-4,-3,0,-4,-3,0,-4,-3,0,-4
2000/s/2000/1196/24:7,-2,0,-2,-2,0,-2,-2,0,-2,-2,0,-2
2007/s/2007/677/128:2,0,2,4,0,2,4,0,2,4,-1,3,3
2000/s/2000/1196/31:3,-5,2,2,-6,3,2,-5,2,2,-5,2,2
2005/s/2005/625/128:2,0,1,1,0,1,1,0,1,1,0,2,2
2005/s/2005/604/87:2,-1,1,-1,-1,1,-1,-1,1,-1,-1,1,-1
2014/s/2014/957/83:1,0,2,2,0,1,1,0,2,2,1,0,2
2005/s/2005/631/44:3,-2,1,-1,-2,0,-1,-2,1,-1,-2,0,0
2005/s/2005/60/354:1,1,0,-1,1,0,0,1,0,-1,1,0,-1
2013/s/prst/2013/17/17:1,-2,1,-5,-2,1,-5,-1,1,-4,0,2,0
2011/s/2011/298/110:4,-1,0,1,0,1,0,-1,0,1,0,1,1
2011/s/2011/463/305:10,-4,0,-5,-3,0,-5,-4,0,-5,-4,0,-5
2013/s/prst/2013/19/14:2,-1,1,-5,-1,1,-5,-1,1,-5,-1,1,-4
2005/s/2005/6/20:1,-6,5,-2,1,11,4,-6,5,-2,-6,5,2
2012/s/2012/373/48:1,0,0,-1,0,0,-1,0,0,-1,0,0,-1
2005/s/2005/60/743:1,-3,1,-1,-3,1,-1,-3,1,-1,-2,0,-3
2006/s/2006/822/180:2,-2,1,5,-1,1,7,-2,1,3,-2,0,3
2005/s/2005/60/31:4,-1,0,0,-1,0,0,-2,0,0,-2,0,-2
2014/s/2014/869/32:5,1,0,0,1,0,-1,1,0,0,0,0,-1
2008/s/2008/250/76:1,0,1,0,0,1,0,0,1,0,0,1,0
2005/s/2005/60/555:1,-3,1,-1,-3,1,0,-3,1,-2,-3,1,0
2006/s/2006/822/363:1,-2,-2,-8,-1,-1,-5,-2,-2,-8,-1,0,-4
2005/s/2005/6/11:3,0,0,1,0,0,0,0,0,1,-1,0,2
2006/s/2006/154/298:5,0,0,1,0,0,1,0,0,1,0,0,1
2005/s/2005/60/785:2,0,0,-2,-1,0,-6,0,0,-2,0,0,-4
2014/s/2014/571/38:1,1,1,-10,1,1,-12,1,1,-7,0,1,-9
2008/s/2008/379/105:1,-1,1,-3,0,1,-3,-1,1,-3,2,1,-2
2005/s/2005/60/351:2,-4,0,-3,-4,0,-2,-4,0,-2,-4,0,-2
2011/s/2011/463/245:6,0,0,-1,-1,1,-4,0,0,-1,-1,0,-3
2014/s/2014/902/50:1,-3,1,-5,-3,1,-5,-3,1,-5,-1,0,-4
2014/s/2014/906/12:1,-2,-1,-2,-2,-1,-1,-2,-1,-2,-1,-2,-2
2014/s/2014/935/34:1,-1,2,-3,0,2,-1,-1,2,-3,0,2,-1
2014/s/2014/369/9:1,-3,1,1,-3,1,1,-3,1,1,-3,1,1
2005/s/2005/662/86:4,0,0,0,0,0,0,0,0,0,0,0,0
2005/s/2005/645/14:1,0,0,1,0,0,1,0,0,1,0,0,1
2005/s/2005/682/67:1,2,0,1,2,0,1,2,0,1,2,0,0
2008/s/2008/259/39:5,-3,0,0,-4,1,-2,-3,0,0,-4,0,-4
2004/s/2004/1038/22:5,-3,0,0,-2,-1,-2,-3,0,-1,-3,-1,0
2005/s/2005/60/955:1,-3,0,0,-3,0,0,-3,0,0,-3,0,0
2012/s/2012/24/22:6,-2,1,-2,-3,0,-1,-2,1,-2,-3,0,-1
2008/s/2008/258/65:3,0,-1,0,0,-1,-1,0,-1,0,0,-1,0
2003/s/2003/90/123:4,0,1,-2,0,1,-2,0,1,-2,0,1,-2
2008/s/2008/258/24:4,0,1,0,1,0,0,0,1,0,0,1,0
2010/s/2010/497/112:2,-1,-1,-2,-2,1,-3,-2,-1,-2,-1,-1,-2
2013/s/2013/722/50:1,0,0,0,0,0,0,0,0,0,1,0,0
2006/s/2006/822/222:1,0,1,3,1,-1,4,0,1,3,1,0,2
2014/s/2014/943/61:2,-1,0,0,-1,0,1,-1,0,0,-1,0,0
2005/s/2005/689/10:2,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1
